NO OF CNTRS,Container Type,Port of Destination,Dispatch Qty,TRANSIT TIME AS PER  RFQ,SELECTION OF SH.LINE,Stuffing remarks,Act POL,Shipping line,Dev Cost,Country,Sector
1,40HC,Chittagong,"24,792.22",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,756.16",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,741.05",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,750.23",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,767.05",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Antwerp,"24,849.14",25,L4,STUFFED,ADANI,MSC,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"24,786.02",25,L4,STUFFED,ADANI,MSC,40,BELGIUM,REDSEA ME ISC
1,40HC,Chittagong,"24,564.74",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,635.63",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,558.73",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,961.95",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,641.98",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,745.55",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,590.57",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,628.61",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Leixoes ,"24,852",26,L2,STUFFED,MUNDRA,MSC,20.46,PORTUGAL,REDSEA ME ISC
1,40HC,Leixoes ,"24,725.40",26,L2,STUFFED,MUNDRA,MSC,20.46,PORTUGAL,REDSEA ME ISC
1,40HC,Leixoes ,"24,756.60",26,L2,STUFFED,MUNDRA,MSC,20.46,PORTUGAL,REDSEA ME ISC
1,40HC,Leixoes,"24,880.20",26,L2,STUFFED,MUNDRA,MSC,20.46,PORTUGAL,REDSEA ME ISC
1,40HC,Leixoes,"24,882.40",26,L2,STUFFED,MUNDRA,MSC,20.46,PORTUGAL,REDSEA ME ISC
1,40HC,Chittagong,,36,L2,NOT STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,,36,L2,NOT STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,,36,L2,NOT STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,,36,L2,NOT STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,,36,L2,NOT STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,,36,L2,NOT STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,,36,L2,NOT STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,,36,L2,NOT STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,24,,L2,STUFFED,ADANI,MSC,1.01,Lithuania,REDSEA ME ISC
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,20DV,Klaipeda,,,L2,NOT STUFFED,ADANI,MSC,1.01,Lithuania,EUROPE
1,40HC,Buenos Aires,"18,478.11",43,L2,STUFFED,ADANI,MSC,144.238806,ARGENTINA,SOUTH AMERICA
1,40HC,Charleston,"19,959.66",35,L2,STUFFED,ADANI,MAERSK,170.82,USA,NORTH AMERICA
1,40HC,Callao,"19,856.50",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Charleston,"19,672.90",35,L2,STUFFED,ADANI,MAERSK,170.82,USA,NORTH AMERICA
1,40HC,Bremerhaven,"17,936.74",27,L2,STUFFED,ADANI,MAERSK,30.14925373,GERMANY,EUROPE
1,40HC,Pecem,"22,565.30",52,L2,STUFFED,ADANI,MSC,37.23880597,Brazil,SOUTH AMERICA
1,40HC,Montreal,"19,928.56",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Montreal,"17,401.94",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Montreal,"19,336.07",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Montreal,"15,244.03",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
,40HC,Montreal,"2,344.90",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Montreal,"19,979.97",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Montreal,"19,708.10",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Montreal,"17,370.70",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
,40HC,Montreal,"2,373.66",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Genoa,"19,755.83",30,L3,STUFFED,ADANI,COSCO,0.343283582,ITALY,EUROPE
1,40HC,Manzanillo,"21,969.20",69,L3,STUFFED,ADANI,MAERSK,495.761194,MEXICO,SOUTH AMERICA
1,40HC,Mersin,"19,932.02",24,L3,STUFFED,ADANI,HAPAG,24.53731343,Turkey,EUROPE
1,40HC,Mersin,"18,877.69",24,L3,STUFFED,ADANI,HAPAG,24.53731343,Turkey,EUROPE
1,40HC,Mersin,"20,896.67",24,L3,STUFFED,ADANI,HAPAG,24.53731343,Turkey,EUROPE
1,40HC,Mersin,"20,848.74",24,L3,STUFFED,ADANI,HAPAG,24.53731343,Turkey,EUROPE
1,20DV,Port Louis,"9,783.10",23,L2,STUFFED,ADANI,MAERSK,21.31343284,MAURITIUS,AFRICA
1,40HC,Antwerp,"19,254.25",34,L4,STUFFED,ADANI,MAERSK,169.880597,BELGIUM,EUROPE
1,40HC,Antwerp,"19,240.65",34,L4,STUFFED,ADANI,MAERSK,169.880597,BELGIUM,EUROPE
1,40HC,Antwerp,"19,222.15",34,L4,STUFFED,ADANI,MAERSK,169.880597,BELGIUM,EUROPE
1,40HC,Antwerp,"19,216.85",34,L4,STUFFED,ADANI,MAERSK,169.880597,BELGIUM,EUROPE
1,40HC,Antwerp,"19,228.95",34,L4,STUFFED,ADANI,MAERSK,169.880597,BELGIUM,EUROPE
1,40HC,Gdynia,"19,243.45",35,L3,STUFFED,ADANI,HAPAG,6.298507463,POLAND,EUROPE
1,40HC,Callao,"20,592.40",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Callao,"20,400.00",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Mersin,"18,120.77",24,L3,STUFFED,ADANI,HAPAG,24.53731343,Turkey,EUROPE
,,,,,,,,,,,
1,40HC,Charleston,"19,997.96",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Charleston,"17,424.62",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Charleston,"17,435.79",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Izmir,"21,617.30",40,L2,STUFFED,ADANI,HAPAG,25.29850746,Turkey,EUROPE
1,40HC,Salvador,"22,729.10",,L2,STUFFED,NHAVASHEVA,MSC,0,Brazil,SOUTH AMERICA
1,40HC,Buena Ventura,660.49,55,L2,STUFFED,ADANI,MAERSK,26.76119403,COLOMBIA,SOUTH AMERICA
,40HC,Buena Ventura,"9,755.30",55,L2,STUFFED,ADANI,MAERSK,26.76119403,COLOMBIA,SOUTH AMERICA
,40HC,Buena Ventura,"8,273.80",55,L2,STUFFED,ADANI,MAERSK,26.76119403,COLOMBIA,SOUTH AMERICA
,40HC,Buena Ventura,"1,579.90",55,L2,STUFFED,ADANI,MAERSK,26.76119403,COLOMBIA,SOUTH AMERICA
,,,,,,,,,,,
1,40HC,Navegantes,"22,671.20",,L2,STUFFED,NHAVASHEVA,MSC,0,Brazil,SOUTH AMERICA
1,40HC,Navegantes,"22,705.80",,L2,STUFFED,NHAVASHEVA,MSC,0,Brazil,SOUTH AMERICA
1,40HC,Navegantes,"22,687.90",,L2,STUFFED,NHAVASHEVA,MSC,0,Brazil,SOUTH AMERICA
1,40HC,Callao,"21,321.00",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Montreal,"19,675.12",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Buenos Aires,"8,935.41",43,L2,STUFFED,ADANI,MSC,144.238806,ARGENTINA,SOUTH AMERICA
,40HC,Buenos Aires,"10,439.32",43,L2,STUFFED,ADANI,MSC,144.238806,ARGENTINA,SOUTH AMERICA
1,40HC,Montreal,"19,440.24",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Charleston,"16,511.84",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
,40HC,Charleston,"2,771.46",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Hamburg ,"20,692.08",30,L3,STUFFED,ADANI,HAPAG,6.298507463,GERMANY,EUROPE
1,40HC,Gdynia,"17,332.77",35,L3,STUFFED,ADANI,HAPAG,6.298507463,POLAND,EUROPE
1,40HC,Gdynia,"18,262.54",35,L3,STUFFED,ADANI,HAPAG,6.298507463,POLAND,EUROPE
1,40HC,Gdynia,"19,925.93",35,L3,STUFFED,ADANI,HAPAG,6.298507463,POLAND,EUROPE
1,40HC,Itapoa,"10,214.20",35,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
,40HC,Itapoa,"5,372.50",35,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
,40HC,Itapoa,"5,086.90",35,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Izmir,"21,608.10",40,L2,STUFFED,ADANI,HAPAG,25.29850746,Turkey,EUROPE
1,40HC,Santos,"1,615.98",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
,40HC,Santos,"2,407.09",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
,40HC,Santos,"7,977.40",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
,40HC,Santos,"1,857.06",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
,40HC,Santos,"4,240.88",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Santos,"18,251.68",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Izmir,"19,961.30",40,L2,STUFFED,ADANI,HAPAG,25.29850746,Turkey,EUROPE
1,40HC,Izmir,"19,963.80",40,L2,STUFFED,ADANI,HAPAG,25.29850746,Turkey,EUROPE
1,40HC,Izmir,"21,622.30",40,L2,STUFFED,ADANI,HAPAG,25.29850746,Turkey,EUROPE
1,40HC,Istanbul,"21,954.30",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Istanbul,"21,959.80",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Istanbul,"21,747.40",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Valencia,"19,747.30",27,L2,STUFFED,ADANI,CMA,29.88059701,Spain,EUROPE
1,40HC,Valencia,"19,805.70",27,L2,STUFFED,ADANI,CMA,29.88059701,Spain,EUROPE
1,40HC,Antwerp,"16,619.10",34,L4,STUFFED,ADANI,MAERSK,169.880597,BELGIUM,EUROPE
,40HC,Antwerp,"2,807.88",34,L4,STUFFED,ADANI,MAERSK,169.880597,BELGIUM,EUROPE
1,40HC,Antwerp,"16,289.65",34,L4,STUFFED,ADANI,MAERSK,169.880597,BELGIUM,EUROPE
,40HC,Antwerp,"2,751.03",34,L4,STUFFED,ADANI,MAERSK,169.880597,BELGIUM,EUROPE
1,40HC,Manzanillo,"21,998.30",69,L3,STUFFED,ADANI,MAERSK,495.761194,MEXICO,SOUTH AMERICA
1,40HC,Valencia,"17,002.75",27,L2,STUFFED,ADANI,CMA,29.88059701,Spain,EUROPE
1,40HC,Charleston,"17,027.04",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Charleston,"17,012.53",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Gemlik,"21,458.50",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,466.30",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,966.10",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,476.20",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,713.90",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,502.60",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,497.40",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,537.90",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"20,435.60",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"20,450.20",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Valencia,"17,844.34",27,L2,STUFFED,ADANI,CMA,29.88059701,Spain,EUROPE
,,,,,,,,,,,
1,40HC,Gdynia,"10,163.33",35,L3,STUFFED,ADANI,HAPAG,6.298507463,POLAND,EUROPE
1,40HC,Norfolk,"17,168.27",31,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Bremerhaven,"8,693.92",31,L2,STUFFED,ADANI,MAERSK,29.76119403,GERMANY,EUROPE
,40HC,Bremerhaven,"8,951.28",31,L2,STUFFED,ADANI,MAERSK,29.76119403,GERMANY,EUROPE
1,40HC,Bremerhaven,"17,320.46",31,L2,STUFFED,ADANI,MAERSK,29.76119403,GERMANY,EUROPE
1,40HC,Antwerp,"19,959.40",34,L4,STUFFED,ADANI,MAERSK,169.880597,BELGIUM,EUROPE
1,40HC,Montreal,"18,735.28",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Gemlik,"21,986.70",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,989.70",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,317.50",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,996.80",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,328.60",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,352.10",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,314.30",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Gemlik,"21,986.30",35,L3,STUFFED,ADANI,HAPAG,38.11940299,Turkey,EUROPE
1,40HC,Puebla,"21,328.10",56,L2,STUFFED,ADANI,MSC,364.238806,MEXICO,SOUTH AMERICA
1,40HC,Charleston,"19,998.70",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Charleston,"20,066.00",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Manzanillo,"21,993.80",69,L3,STUFFED,ADANI,MAERSK,495.761194,MEXICO,SOUTH AMERICA
1,40HC,Istanbul,"20,572.20",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Istanbul,"20,608.60",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Istanbul,"20,594.00",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Istanbul,"20,575.20",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Istanbul,"20,533.80",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Istanbul,"20,519.20",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Istanbul,"20,580.10",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Istanbul,"20,608.60",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Istanbul,"20,618.00",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Istanbul,"20,609.70",25,L3,STUFFED,ADANI,HAPAG,0.537313433,Turkey,EUROPE
1,40HC,Santos,"21,882.80",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
,40HC,Santos,689.6,45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Valencia,"17,841.22",27,L2,STUFFED,ADANI,CMA,29.88059701,Spain,EUROPE
1,40HC,Valencia,"17,833.43",27,L2,STUFFED,ADANI,CMA,29.88059701,Spain,EUROPE
1,40HC,Santos,"19,679.90",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Charleston,"17,015.55",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Charleston,"17,016.45",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Puebla,"19,653.50",56,L2,STUFFED,ADANI,MSC,364.238806,MEXICO,SOUTH AMERICA
1,40HC,Puebla,"21,377.00",56,L2,STUFFED,ADANI,MSC,364.238806,MEXICO,SOUTH AMERICA
1,40HC,Norfolk,"17,388.51",31,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Jakarta,"19,710.20",22,L3,STUFFED,ADANI,HAPAG,131.1940299,Indonesia,FE SE AUSTRALASIA
1,40HC,Izmir,"19,960.70",40,L3,STUFFED,ADANI,HAPAG,25.29850746,Turkey,EUROPE
1,40HC,Montreal,"19,679.23",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Callao,"21,594.60",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Charleston,"17,029.65",38,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Buenos Aires,"21,747.70",43,L2,STUFFED,ADANI,MSC,144.238806,ARGENTINA,SOUTH AMERICA
1,40HC,Buenos Aires,"17,315.13",43,L2,STUFFED,ADANI,MSC,144.238806,ARGENTINA,SOUTH AMERICA
1,40HC,Gdynia,"19,185.95",34,L3,STUFFED,ADANI,HAPAG,6.298507463,POLAND,EUROPE
1,40HC,Norfolk,"16,524.82",31,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Norfolk,"17,387.80",31,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Jakarta,"20,573.40",22,L3,STUFFED,ADANI,HAPAG,131.1940299,Indonesia,FE SE AUSTRALASIA
1,40HC,Callao,"21,722.50",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Valencia,"17,633.05",27,L2,STUFFED,ADANI,CMA,29.88059701,Spain,EUROPE
1,40HC,Izmir,"21,576.40",20,L2,STUFFED,ADANI,MAERSK,14.76119403,Turkey,EUROPE
1,40HC,Puebla,"17,913.62",56,L2,STUFFED,ADANI,MSC,364.238806,MEXICO,SOUTH AMERICA
1,40HC,Montreal,"19,694.88",34,L2,STUFFED,ADANI,MSC,142.238806,CANADA,CANADA
1,40HC,Norfolk,"17,495.69",31,L2,STUFFED,ADANI,MAERSK,132.761194,USA,NORTH AMERICA
1,40HC,Callao,"21,587.90",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Guayaquil ,"21,361.10",60,L2,STUFFED,ADANI,MAERSK,2.76119403,ECUADOR,SOUTH AMERICA
1,40HC,Guayaquil ,"20,956.90",60,L2,STUFFED,ADANI,MAERSK,2.76119403,ECUADOR,SOUTH AMERICA
1,40HC,Callao,"20,518.50",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Callao,"20,564.50",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Callao,"20,569.60",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Callao,"20,562.90",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Callao,"20,583.00",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Callao,"20,433.10",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Callao,"20,484.00",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Callao,"21,100.60",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Callao,"21,779.60",62,L2,STUFFED,ADANI,MAERSK,47.76119403,PERU,SOUTH AMERICA
1,40HC,Santos,"22,903.40",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Santos,"22,919.80",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Santos,"22,696.30",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Santos,"22,705.60",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Santos,"22,688.30",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Santos,"22,692.30",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Santos,"22,677.90",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Santos,"22,704.00",45,L2,STUFFED,ADANI,MSC,44.23880597,Brazil,SOUTH AMERICA
1,40HC,Santos,"22,951.30",43,L2,STUFFED,NHAVASHEVA,MSC,57,Brazil,SOUTH AMERICA
